Video_ID,Upload_Date,Length_Minutes,Views,Ads_Revenue,Sponsorship_Revenue,Donations,Total_Revenue
6350,2019-02-09,3.8,1795,40.2,6.06,-5.0,41.27
6351,2020-10-21,3.0,15080,-25.0,-15.0,-5.0,-45.0
6352,2022-05-26,6.9,3490,-17.33,-15.0,27.09,-5.24
6353,2023-10-21,9.1,43257,20.32,-15.0,-4.43,0.89
6354,2021-09-07,6.0,7400,5.68,67.41,7.34,80.44
6355,2022-01-10,12.7,14158,110.77,-15.0,2.53,98.3
6356,2021-04-24,7.9,1343,-25.0,93.71,-0.26,68.44
6357,2023-10-10,7.5,3175,-25.0,57.65,2.45,35.1
6358,2019-07-20,8.7,5218,67.38,-15.0,-5.0,47.38
6359,2020-03-22,10.3,28264,-24.59,-15.0,164.51,124.92
6360,2022-12-22,6.7,24723,14.75,29.81,8.06,52.62
6361,2021-11-27,10.3,570,544.96,-15.0,-5.0,524.96
6362,2022-05-19,6.5,157297,-19.95,-15.0,-1.34,-36.28
6363,2020-03-19,12.3,4514,1.53,34.18,-5.0,30.7
6364,2022-09-12,14.7,9091,74.7,46.39,250.0,371.08
6365,2021-01-30,8.3,4282,27.83,3.06,-2.09,28.79
6366,2019-08-15,5.2,16651,-25.0,13.91,11.43,0.34
6367,2019-02-17,8.5,2339,8.69,24.1,-5.0,27.79
6368,2021-11-07,10.5,124,-25.0,-15.0,-5.0,-45.0
6369,2021-06-30,12.0,6055,86.92,-15.0,2.81,74.73
6370,2023-01-02,10.5,6471,-8.78,148.78,-5.0,135.0
6371,2023-09-28,8.6,5690,181.71,-15.0,7.37,174.08
6372,2019-07-06,9.3,5100,35.66,10.7,-5.0,41.36
6373,2019-12-11,11.3,1292,-25.0,377.56,41.24,393.8
6374,2019-08-12,7.4,24646,54.36,-15.0,-5.0,34.36
6375,2021-04-09,8.4,12456,-25.0,-15.0,1.58,-38.42
6376,2020-05-02,9.5,5761,120.27,23.44,-3.44,140.27
6377,2021-05-26,8.9,12232,-25.0,58.96,-5.0,28.96
6378,2021-04-28,12.6,6434,-5.15,284.17,7.93,286.94
6379,2022-06-06,8.8,7883,-17.18,-15.0,-5.0,-37.18
6380,2022-11-14,5.3,4530,-9.19,-3.5,-5.0,-17.69
6381,2021-09-05,8.0,1211,-9.91,-15.0,7.71,-17.19
6382,2023-06-01,16.4,3655,32.75,5.18,44.1,82.03
6383,2021-10-13,2.3,4131,-25.0,23.21,-5.0,-6.79
6384,2019-07-07,10.3,1270,61.03,23.43,10.67,95.13
6385,2019-09-27,6.1,5739,-25.0,750.0,11.4,736.4
6386,2023-06-19,10.2,1255,-25.0,14.95,1.4,-8.66
6387,2019-11-06,13.1,6682,-4.91,82.42,6.59,84.09
6388,2022-03-01,6.4,56604,-25.0,117.35,-5.0,87.35
6389,2023-04-24,4.8,3310,-25.0,23.9,-5.0,-6.1
6390,2021-12-31,8.5,1832,-25.0,-15.0,9.63,-30.37
6391,2023-12-22,13.0,7052,-25.0,-15.0,32.84,-7.16
6392,2021-04-24,7.9,5866,-25.0,282.04,0.53,257.56
6393,2023-08-23,17.3,1094,-8.58,-15.0,-5.0,-28.58
6394,2022-04-25,11.7,19075,-25.0,-15.0,-5.0,-45.0
6395,2020-04-30,3.4,680,-20.4,2.86,-4.05,-21.58
6396,2022-04-29,9.2,1940,14.67,39.08,16.98,70.73
6397,2022-12-16,12.6,2786,48.67,-15.0,0.27,33.94
6398,2019-04-30,4.7,1539,21.11,-15.0,19.16,25.27
6399,2019-08-08,9.9,855,-25.0,69.29,4.84,49.12
6400,2019-02-22,7.5,3780,-25.0,-15.0,9.85,-30.15
6401,2023-10-24,6.8,9320,-16.99,347.21,37.78,368.01
6402,2023-01-14,4.1,166,59.11,-9.51,-5.0,44.59
6403,2022-12-06,10.9,1795,133.99,96.45,-0.28,230.15
6404,2023-07-25,8.6,42635,28.15,155.65,17.24,201.03
6405,2022-06-14,8.8,15394,-25.0,36.66,10.17,21.84
6406,2021-01-27,7.0,2908,-25.0,-15.0,8.82,-31.18
6407,2021-01-07,8.4,10551,-25.0,2.96,-5.0,-27.04
6408,2020-12-20,4.9,825,5.64,140.92,26.38,172.94
6409,2020-02-10,9.5,19349,1250.0,-15.0,5.53,1240.53
6410,2020-08-30,8.2,5653,52.26,82.55,-2.77,132.03
6411,2021-10-17,10.5,12095,-13.17,-15.0,-1.41,-29.58
6412,2020-02-26,10.8,892,11.26,-10.45,-5.0,-4.19
6413,2020-12-12,11.5,3049,-25.0,-15.0,-3.08,-43.08
6414,2019-09-04,11.5,12937,10.69,3.12,-5.0,8.8
6415,2019-03-13,7.6,119502,2.03,-15.0,5.01,-7.96
6416,2019-07-04,6.4,5964,-25.0,-15.0,-5.0,-45.0
6417,2019-01-06,10.7,1919,47.19,-15.0,23.81,56.0
6418,2022-05-14,7.0,5302,539.34,-15.0,-5.0,519.34
6419,2023-04-17,11.4,3257,-25.0,31.7,-5.0,1.7
6420,2023-06-23,4.4,62788,56.65,750.0,-5.0,801.65
6421,2021-06-24,5.7,44837,41.09,19.15,8.49,68.74
6422,2020-01-22,9.3,2661,746.32,-15.0,-0.65,730.68
6423,2023-11-27,13.7,28603,12.75,38.63,0.43,51.81
6424,2020-11-29,6.4,2015,-25.0,57.57,-5.0,27.57
6425,2022-01-04,10.4,668,23.63,-15.0,-5.0,3.63
6426,2022-04-15,8.2,2127,-18.55,15.98,136.0,133.44
6427,2021-04-06,8.1,19409,-25.0,-7.25,28.66,-3.59
6428,2023-12-28,8.0,29450,21.03,-15.0,35.77,41.8
6429,2019-12-15,11.1,1230,44.74,84.39,87.54,216.66
6430,2022-07-02,7.4,15821,-20.93,19.9,-2.31,-3.33
6431,2023-09-22,8.4,5685,120.39,2.67,-5.0,118.05
6432,2019-11-04,11.7,12305,24.19,-13.28,63.86,74.77
6433,2022-09-30,10.4,9541,16.39,124.07,42.33,182.8
6434,2022-02-24,10.5,5988,24.85,21.45,10.87,57.17
6435,2019-10-14,9.2,580651,48.37,39.32,-5.0,82.69
6436,2021-02-04,6.1,4802,285.16,5.99,-5.0,286.15
6437,2020-12-25,6.5,2062,69.81,-15.0,2.86,57.67
6438,2021-01-31,13.0,18083,-25.0,245.78,26.73,247.51
6439,2023-06-08,7.5,24775,-11.94,-15.0,6.14,-20.81
6440,2023-02-19,4.4,7459,6.75,62.7,-5.0,64.44
6441,2020-01-18,9.6,18855,7.42,-14.55,-5.0,-12.13
6442,2022-11-30,9.0,1923,-25.0,-15.0,-5.0,-45.0
6443,2020-01-23,3.6,12746,488.01,32.32,-5.0,515.33
6444,2020-06-08,4.5,40208,43.81,-15.0,250.0,278.81
6445,2023-04-30,6.5,3569,-25.0,135.76,-5.0,105.76
6446,2020-09-30,4.5,6770,-20.36,-15.0,-5.0,-40.36
6447,2021-07-26,5.8,13214,69.44,61.09,16.77,147.3
6448,2023-07-08,4.5,6056,-25.0,78.48,11.01,64.48
6449,2019-10-03,15.0,12794,-25.0,-12.79,-5.0,-42.79
6450,2020-05-14,12.2,21336,-22.45,-15.0,-5.0,-42.45
6451,2020-12-17,7.5,3450,-25.0,3.25,-5.0,-26.75
6452,2019-12-03,7.2,195,44.17,-15.0,-5.0,24.17
6453,2021-07-20,9.3,6119,110.67,-15.0,-2.57,93.1
6454,2020-04-25,7.7,28091,4.18,-15.0,-5.0,-15.82
6455,2021-06-29,9.9,1648,37.95,82.23,11.54,131.72
6456,2022-07-20,6.9,1235,-5.97,20.64,-2.16,12.51
6457,2021-12-17,9.5,9677,49.26,-15.0,-5.0,29.26
6458,2022-09-13,7.7,2621,146.11,-13.34,0.3,133.06
6459,2023-10-21,4.4,1983,41.63,-15.0,1.18,27.82
6460,2019-04-19,10.1,22303,-21.0,-15.0,16.72,-19.28
6461,2022-07-26,8.6,5629,102.42,49.16,7.18,158.76
6462,2023-09-06,8.4,40,6.35,-15.0,-0.19,-8.84
6463,2019-11-24,8.8,27921,-25.0,95.3,-5.0,65.3
6464,2023-12-05,4.4,3840,119.41,12.8,-5.0,127.21
6465,2019-11-11,12.6,3280,-25.0,-15.0,246.63,206.63
6466,2023-02-06,12.6,6441,-2.95,-15.0,0.82,-17.13
6467,2022-02-08,6.2,2493,-25.0,-15.0,6.56,-33.44
6468,2020-11-29,9.7,3495,-11.49,15.57,-5.0,-0.93
6469,2021-02-19,9.2,36372,-5.61,42.68,-5.0,32.07
6470,2022-06-06,5.6,56544,1250.0,-15.0,3.23,1238.23
6471,2023-03-01,11.9,7632,62.94,15.03,-5.0,72.97
6472,2019-06-05,13.6,83140,-25.0,47.01,1.11,23.12
6473,2023-02-05,6.3,6368,-1.56,-15.0,2.49,-14.07
6474,2023-09-21,8.1,484,13.76,36.03,17.83,67.62
6475,2022-07-19,7.5,13863,131.54,321.85,11.31,464.7
6476,2021-06-05,11.7,2266,69.72,15.71,89.83,175.26
6477,2021-10-22,12.3,823,2.23,-15.0,-5.0,-17.77
6478,2021-01-27,3.8,12789,445.49,32.72,-3.62,474.59
6479,2020-12-22,2.4,3532,-25.0,-15.0,-1.74,-41.74
6480,2023-03-15,8.0,2249,74.18,515.16,1.51,590.86
6481,2021-07-01,9.5,75252,27.03,-15.0,-5.0,7.03
6482,2022-08-02,6.9,17846,-25.0,-15.0,-5.0,-45.0
6483,2021-05-20,8.5,2553,-25.0,36.14,-5.0,6.14
6484,2019-01-13,8.6,5698,-25.0,-15.0,-5.0,-45.0
6485,2020-08-30,7.0,9715,-25.0,-15.0,124.55,84.55
6486,2020-05-12,9.3,19538,-25.0,-15.0,39.71,-0.29
6487,2023-10-23,8.0,2224,-8.89,-15.0,0.81,-23.08
6488,2019-08-26,8.4,1633,49.59,-15.0,-5.0,29.59
6489,2022-01-22,7.8,1075,85.56,24.58,-4.75,105.39
6490,2022-09-23,12.1,38693,41.04,-15.0,2.5,28.54
6491,2021-02-19,9.2,1607,207.75,-9.69,5.65,203.72
6492,2022-04-09,6.9,3713,37.28,-15.0,-5.0,17.28
6493,2020-08-28,9.4,7802,-21.63,-15.0,5.94,-30.69
6494,2020-10-22,8.0,4826,-25.0,-15.0,-4.32,-44.32
6495,2023-07-06,9.8,5214,-9.79,64.03,-5.0,49.24
6496,2023-05-10,10.2,223,-18.99,-15.0,15.4,-18.59
6497,2021-04-28,10.3,3233,53.42,-7.6,-5.0,40.83
6498,2021-07-24,12.5,13013,5.79,45.25,-5.0,46.05
6499,2023-01-30,8.8,2001,-25.0,20.84,6.07,1.91
6500,2020-09-19,10.5,106,24.29,-15.0,116.96,126.25
6501,2019-05-23,8.0,3918,36.36,-15.0,-0.17,21.19
6502,2022-05-09,8.5,7299,237.26,4.96,16.64,258.86
6503,2022-04-18,8.4,24313,23.95,328.29,3.25,355.49
6504,2020-12-14,7.3,4530,70.34,-15.0,22.37,77.71
6505,2022-10-19,7.6,1539,-16.12,182.87,1.46,168.2
6506,2020-04-23,6.6,12856,10.56,-3.5,17.79,24.85
6507,2020-07-18,10.9,405,-25.0,24.19,83.07,82.26
6508,2020-04-15,7.6,15278,110.78,12.14,-1.24,121.68
6509,2020-01-19,10.0,2575,122.79,-15.0,-5.0,102.79
6510,2023-09-12,8.3,2663,77.66,-15.0,13.54,76.2
6511,2021-07-14,5.6,6693,5.62,40.61,-1.86,44.37
6512,2020-02-21,5.2,41,26.63,-15.0,-5.0,6.63
6513,2019-11-04,12.1,1720,61.22,-15.0,1.65,47.88
6514,2020-10-10,5.6,17689,-25.0,37.5,-5.0,7.5
6515,2023-09-14,4.9,3307,-25.0,-15.0,250.0,210.0
6516,2022-10-22,9.9,865,-5.56,19.49,0.6,14.54
6517,2021-10-21,2.9,6994,6.05,-15.0,-5.0,-13.95
6518,2021-12-03,4.7,4408,16.17,2.57,-5.0,13.74
6519,2021-01-08,6.0,3371,-9.59,117.79,2.19,110.39
6520,2022-01-26,11.9,9536,0.88,38.38,7.07,46.33
6521,2023-10-10,8.9,9358,23.07,204.23,-5.0,222.3
6522,2022-07-12,12.8,534,246.67,69.79,7.06,323.52
6523,2023-12-29,10.1,384816,122.45,10.76,-5.0,128.2
6524,2023-12-12,8.6,1367,22.37,-15.0,4.42,11.79
6525,2019-05-20,10.8,31668,1250.0,-8.87,-5.0,1236.13
6526,2023-02-13,11.5,15214,46.21,239.94,72.42,358.57
6527,2022-06-14,15.3,5676,347.94,171.53,-5.0,514.48
6528,2021-08-31,3.8,3313,2.97,4.13,2.84,9.94
6529,2021-10-13,4.5,25379,-25.0,27.76,70.41,73.17
6530,2021-08-10,6.8,4575,1250.0,-3.14,-5.0,1241.86
6531,2021-06-22,13.1,14973,-25.0,7.84,-5.0,-22.16
6532,2019-03-13,8.9,4037,-13.79,-11.47,4.94,-20.32
6533,2023-08-18,6.6,772,-25.0,-7.92,15.97,-16.95
6534,2022-04-28,11.2,36686,12.49,-15.0,11.08,8.57
6535,2022-07-15,5.9,5371,27.78,3.53,2.32,33.63
6536,2022-09-06,13.9,11715,-25.0,13.72,-5.0,-16.28
6537,2019-04-17,9.5,19292,-25.0,-15.0,6.84,-33.16
6538,2022-06-09,11.1,6725,201.2,-15.0,-5.0,181.2
6539,2021-12-01,8.4,905,13.73,-8.96,-5.0,-0.23
6540,2023-09-22,6.5,4026,-17.15,-3.06,8.81,-11.41
6541,2021-06-01,9.6,14154,23.55,25.69,-1.58,47.65
6542,2019-05-19,8.8,13495,24.15,25.15,-5.0,44.3
6543,2020-09-06,8.4,3559,-21.17,-15.0,68.39,32.21
6544,2023-09-03,6.3,4443,7.67,-7.88,0.49,0.28
6545,2021-05-12,14.7,6056,-25.0,-0.4,-5.0,-30.4
6546,2019-09-30,8.0,2724,10.33,-14.19,28.0,24.13
6547,2023-02-13,6.5,1695,-25.0,750.0,5.1,730.1
6548,2020-02-20,9.1,50801,-24.76,4.31,-3.29,-23.74
6549,2020-05-20,12.1,51683,67.63,0.42,250.0,318.04
6550,2021-01-02,16.3,2257,-25.0,96.2,2.24,73.44
6551,2023-10-15,1.0,11496,21.8,13.96,-4.46,31.3
6552,2020-02-28,9.4,11476,174.86,51.68,-4.26,222.28
6553,2022-12-01,12.1,171,-25.0,1.43,120.34,96.77
6554,2023-05-11,2.8,14878,-25.0,16.14,2.13,-6.72
6555,2020-01-25,8.7,39215,37.89,195.22,111.64,344.75
6556,2019-12-08,10.2,2583,-25.0,109.12,3.68,87.8
6557,2021-08-03,9.2,5600,21.13,-9.91,9.57,20.78
6558,2020-09-05,5.6,2418,-25.0,14.48,62.57,52.04
6559,2020-05-07,10.9,430,27.9,49.53,30.13,107.55
6560,2019-07-11,2.7,4403,40.95,20.55,8.97,70.47
6561,2020-05-13,4.3,2589,-25.0,-15.0,7.02,-32.98
6562,2021-04-01,8.8,5497,-25.0,-15.0,-5.0,-45.0
6563,2023-10-02,8.5,3655,-11.94,103.74,-4.27,87.52
6564,2022-06-10,12.0,1869,97.42,-11.94,-5.0,80.48
6565,2019-08-15,4.2,30769,44.06,-15.0,-5.0,24.06
6566,2022-10-26,6.5,12003,8.42,-15.0,-5.0,-11.58
6567,2019-05-19,7.5,1872,-25.0,57.75,1.39,34.14
6568,2021-05-05,8.7,3035,39.23,58.32,-3.69,93.87
6569,2021-03-27,8.2,62054,-20.39,1.11,-0.47,-19.76
6570,2022-03-18,10.2,6696,30.19,18.84,-5.0,44.03
6571,2022-02-12,1.0,15840,-20.1,94.39,9.88,84.17
6572,2023-01-13,9.0,7523,20.11,-15.0,-5.0,0.11
6573,2021-12-22,8.4,12314,-21.89,142.26,1.88,122.25
6574,2019-04-14,8.5,4400,-25.0,37.66,-5.0,7.66
6575,2021-05-20,8.8,61528,-25.0,66.2,2.73,43.93
6576,2020-10-29,14.0,2058,-25.0,-15.0,6.02,-33.98
6577,2019-09-30,4.4,386,-25.0,7.19,19.86,2.05
6578,2021-10-26,10.2,3464,41.28,-15.0,79.61,105.88
6579,2022-03-16,4.6,7518,-25.0,80.64,48.81,104.45
6580,2019-07-03,8.0,33223,-16.31,27.46,6.11,17.27
6581,2021-11-17,9.2,5788,1250.0,-15.0,-5.0,1230.0
6582,2023-04-23,5.9,2238,-25.0,8.63,112.85,96.48
6583,2022-02-16,6.5,3913,0.24,-15.0,2.38,-12.37
6584,2019-10-20,3.2,14929,59.47,5.53,-5.0,60.01
6585,2022-10-26,3.5,18920,-25.0,-15.0,250.0,210.0
6586,2022-06-21,5.4,11303,-25.0,523.52,29.0,527.52
6587,2023-05-23,9.5,480,-25.0,-15.0,7.48,-32.52
6588,2023-10-16,7.2,7016,-21.54,-1.73,7.27,-16.0
6589,2022-05-26,8.6,2762,34.05,55.8,-2.6,87.26
6590,2019-06-26,7.5,982,100.62,15.62,2.04,118.28
6591,2022-08-15,10.4,1200,734.5,-15.0,-5.0,714.5
6592,2023-08-27,8.1,9580,101.02,-15.0,30.34,116.36
6593,2019-02-27,4.5,5235,19.74,16.97,8.95,45.66
6594,2022-07-16,8.0,2850,46.4,69.02,-5.0,110.42
6595,2019-11-04,7.6,2287,-25.0,211.42,-5.0,181.42
6596,2023-05-13,3.5,1716,-25.0,54.16,-5.0,24.16
6597,2022-08-04,10.2,7826,39.33,-4.86,-5.0,29.47
6598,2021-09-03,10.0,17905,-25.0,-15.0,-5.0,-45.0
6599,2022-02-02,10.3,8444,-25.0,5.42,-5.0,-24.58
6600,2022-06-05,8.7,8879,1250.0,-15.0,-5.0,1230.0
6601,2022-06-24,7.3,2072,-25.0,237.01,87.51,299.51
6602,2020-11-30,8.2,2793,6.61,19.1,-0.49,25.21
6603,2023-02-26,9.5,405972,26.84,-15.0,-1.14,10.7
6604,2019-03-24,8.1,3231,13.24,-15.0,30.78,29.02
6605,2022-04-24,11.9,12908,-25.0,5.29,-4.96,-24.67
6606,2019-09-09,11.2,10853,-25.0,-15.0,-1.89,-41.89
6607,2022-10-10,7.1,4426,136.73,-15.0,-5.0,116.73
6608,2023-11-09,5.5,4898,948.76,28.1,-4.14,972.72
6609,2023-09-16,8.8,2605,36.78,60.01,-5.0,91.79
6610,2021-03-06,11.5,3537,50.27,5.96,-5.0,51.23
6611,2021-06-15,10.0,2797,25.26,-2.25,-5.0,18.02
6612,2019-07-29,7.5,60651,-18.28,-15.0,0.32,-32.96
6613,2021-03-26,4.7,3194,1.3,121.25,-5.0,117.55
6614,2020-08-31,1.0,13636,23.19,46.36,4.5,74.05
6615,2020-03-22,6.1,4103,3.2,521.89,28.54,553.63
6616,2020-04-04,9.0,4637,-25.0,451.02,-4.64,421.38
6617,2021-08-25,6.9,204,11.24,60.58,-5.0,66.82
6618,2020-04-16,3.3,221,-25.0,4.57,0.76,-19.67
6619,2023-10-10,7.9,363,32.75,750.0,10.35,793.1
6620,2020-01-05,13.5,277,15.23,2.33,23.48,41.04
6621,2021-06-18,5.7,33462,-3.48,-15.0,-0.95,-19.44
6622,2023-02-24,5.1,8925,-16.43,179.63,79.11,242.31
6623,2021-07-11,10.3,1470,66.18,-15.0,-2.41,48.77
6624,2019-05-17,9.8,5855,12.96,-4.79,-5.0,3.17
6625,2020-01-02,4.0,17036,-25.0,750.0,-5.0,720.0
6626,2021-06-30,7.2,5931,-25.0,750.0,8.97,733.97
6627,2019-07-03,2.3,3307,-25.0,149.6,-5.0,119.6
6628,2023-05-31,12.2,1887,42.0,-15.0,28.78,55.78
6629,2022-08-03,11.3,3855,-25.0,-15.0,-5.0,-45.0
6630,2020-04-16,9.4,1092,234.99,-15.0,52.93,272.92
6631,2022-10-30,10.8,6946,18.74,-15.0,7.62,11.36
6632,2020-10-15,8.2,415465,42.68,-15.0,-5.0,22.68
6633,2021-01-18,7.0,17569,-25.0,-8.58,10.87,-22.71
6634,2020-06-20,1.2,4072,91.2,-15.0,-5.0,71.2
6635,2023-03-15,13.0,6434,59.0,-15.0,2.81,46.81
6636,2021-03-12,9.6,1556,-4.41,210.75,18.51,224.84
6637,2023-05-22,12.1,5834,-25.0,46.89,10.71,32.59
6638,2022-06-27,8.4,51260,-25.0,750.0,250.0,975.0
6639,2021-07-08,4.9,656,40.77,-15.0,23.5,49.26
6640,2020-05-24,12.0,11850,-25.0,-4.3,102.21,72.91
6641,2020-09-21,3.8,71,-16.7,-15.0,-3.28,-34.97
6642,2021-09-28,11.2,1389,9.25,-15.0,2.26,-3.49
6643,2022-01-01,10.8,5170,-20.54,33.7,-5.0,8.16
6644,2022-07-29,11.9,3527,9.58,-15.0,-4.04,-9.46
6645,2021-07-04,9.7,2501,-25.0,17.12,8.49,0.61
6646,2022-10-15,5.3,27291,-25.0,45.48,87.31,107.79
6647,2021-10-30,3.9,20618,1.66,28.52,-5.0,25.18
6648,2022-05-19,11.5,1264,50.18,-6.35,-5.0,38.83
6649,2019-06-01,7.5,10647,-25.0,239.94,250.0,464.94
6650,2021-10-25,8.6,1963,13.01,43.09,-1.11,54.99
6651,2022-05-03,8.4,905,-22.69,1.32,-4.09,-25.45
6652,2022-07-30,9.8,27166,11.62,-15.0,9.83,6.45
6653,2020-04-08,1.4,909,17.09,22.0,-2.87,36.22
6654,2022-02-10,8.9,42797,5.1,164.3,-5.0,164.39
6655,2019-09-28,6.0,969,-25.0,16.18,29.7,20.87
6656,2022-04-01,7.1,3186,113.75,17.49,-4.27,126.97
6657,2020-04-04,6.3,2295,41.86,-15.0,-4.44,22.42
6658,2019-04-15,5.6,6656,-25.0,13.84,3.7,-7.46
6659,2023-09-13,1.3,4296,89.99,-15.0,5.68,80.67
6660,2023-04-29,6.2,5159,-23.84,-15.0,18.01,-20.83
6661,2022-07-29,9.3,79922,-25.0,-15.0,9.35,-30.65
6662,2023-09-07,10.5,6161,39.01,33.75,-5.0,67.76
6663,2019-06-11,8.7,82576,33.73,-15.0,250.0,268.73
6664,2019-12-17,3.2,20422,79.61,-15.0,32.35,96.96
6665,2020-03-09,9.0,5169,-25.0,11.14,-5.0,-18.86
6666,2021-05-01,10.4,9891,-25.0,-15.0,31.6,-8.4
6667,2019-05-20,4.7,181,60.23,58.35,-5.0,113.58
6668,2023-02-03,2.2,4118,-25.0,-15.0,-5.0,-45.0
6669,2022-03-01,8.9,7581,-25.0,-15.0,-5.0,-45.0
6670,2019-03-28,9.7,3215,-25.0,-15.0,30.53,-9.47
6671,2023-09-08,14.1,8974,-18.49,-15.0,12.45,-21.04
6672,2019-07-02,8.3,6745,91.99,0.82,-5.0,87.81
6673,2020-01-03,10.0,5072,202.37,37.69,4.71,244.77
6674,2019-05-09,13.4,8218,-25.0,-15.0,-4.78,-44.78
6675,2022-06-23,3.6,4,-25.0,184.48,-5.0,154.48
6676,2023-06-13,11.8,22775,-2.13,185.2,-5.0,178.08
6677,2023-05-21,4.0,328,30.98,7.61,-5.0,33.59
6678,2020-10-31,4.3,7098,60.76,8.14,-5.0,63.9
6679,2022-11-02,5.9,10653,-25.0,51.5,14.52,41.02
6680,2019-05-29,1.0,4339,17.63,100.23,-5.0,112.86
6681,2021-09-11,8.8,4797,20.72,18.72,23.7,63.14
6682,2021-05-01,4.4,2706,259.51,-15.0,-5.0,239.51
6683,2022-12-27,12.8,414083,66.38,-0.89,1.14,66.63
6684,2020-09-19,11.4,4840,17.82,-15.0,14.15,16.97
6685,2023-10-16,9.2,1506,-25.0,47.1,16.69,38.8
6686,2023-02-01,9.0,4192,32.49,-15.0,5.41,22.9
6687,2020-03-21,12.1,25,-10.77,19.89,119.86,128.98
6688,2023-02-13,6.7,5281,-25.0,29.69,20.61,25.3
6689,2021-06-02,6.5,13731,20.58,-3.88,2.3,19.0
6690,2019-10-21,2.5,22989,15.79,26.53,-5.0,37.32
6691,2023-11-24,8.5,5655,-24.57,-15.0,-5.0,-44.57
6692,2022-03-12,12.7,1658,-7.56,22.41,6.88,21.73
6693,2019-09-07,3.8,7314,-25.0,-15.0,2.12,-37.88
6694,2021-05-27,12.2,5823,-25.0,32.8,-5.0,2.8
6695,2021-08-05,7.0,16568,201.44,21.2,-5.0,217.64
6696,2021-09-01,10.8,2083,-25.0,-15.0,-5.0,-45.0
6697,2022-08-18,1.0,2463,-25.0,91.44,-5.0,61.44
6698,2021-11-14,4.5,4509,749.89,-15.0,6.33,741.21
6699,2021-02-27,9.7,9094,249.88,5.75,9.17,264.8
6700,2021-09-10,9.6,3272,3.79,82.05,1.51,87.35
6701,2021-06-07,7.5,5327,-25.0,85.91,13.32,74.23
6702,2021-06-08,8.8,36410,-25.0,11.99,7.57,-5.45
6703,2019-03-11,7.2,3153,14.3,-15.0,16.77,16.08
6704,2020-09-16,9.5,21936,4.96,155.06,16.26,176.27
6705,2021-05-24,12.2,239,31.05,-15.0,-1.96,14.09
6706,2022-02-09,7.4,40739,-12.09,-11.94,-1.81,-25.85
6707,2022-10-19,8.2,11069,39.58,-15.0,-0.86,23.72
6708,2022-08-19,8.5,9145,-25.0,-15.0,50.4,10.4
6709,2020-04-15,3.8,6054,35.53,49.87,-5.0,80.4
6710,2019-04-01,6.7,5011,-25.0,-15.0,54.04,14.04
6711,2020-06-13,3.2,900,10.4,-15.0,-5.0,-9.6
6712,2020-10-22,8.8,2219,-25.0,9.49,-5.0,-20.51
6713,2021-01-08,5.6,5455,157.2,-15.0,1.46,143.65
6714,2020-12-26,9.6,735,9.99,-15.0,-3.43,-8.44
6715,2021-05-21,13.1,3822,5.53,2.72,60.12,68.37
6716,2023-08-14,11.3,1459,-20.53,16.8,-5.0,-8.73
6717,2019-07-11,8.3,5429,-12.77,-15.0,-1.61,-29.38
6718,2023-04-25,9.3,32606,32.38,-5.06,43.66,70.98
6719,2022-06-19,1.0,7025,-3.68,-7.09,0.44,-10.33
6720,2019-05-18,7.0,73232,16.27,-15.0,1.48,2.75
6721,2019-12-11,8.9,6411,-25.0,-0.26,7.96,-17.31
6722,2022-04-18,6.3,13889,66.87,113.81,-0.03,180.65
6723,2021-10-05,5.6,5835,-25.0,64.48,-5.0,34.48
6724,2023-10-02,4.7,1841,2.47,35.32,-1.47,36.32
6725,2020-05-17,7.0,7521,-25.0,-15.0,15.22,-24.78
6726,2019-07-22,8.6,2196,-25.0,-15.0,-1.91,-41.91
6727,2020-07-26,8.7,251,58.43,72.38,4.01,134.83
6728,2019-07-11,7.2,8665,-25.0,44.51,14.34,33.86
6729,2019-01-05,6.2,218405,-25.0,-15.0,-5.0,-45.0
6730,2022-06-14,9.1,2709,73.01,-13.66,-0.18,59.18
6731,2023-09-13,2.7,3610,-25.0,-15.0,-5.0,-45.0
6732,2019-11-07,5.8,781,-25.0,16.26,24.41,15.67
6733,2020-07-02,7.3,4620,125.95,-15.0,0.25,111.2
6734,2019-02-25,4.4,5910,-14.68,-13.57,3.85,-24.4
6735,2020-03-18,8.9,8748,63.32,-15.0,16.22,64.53
6736,2022-06-14,9.0,160595,-25.0,122.48,-2.8,94.68
6737,2021-05-19,12.3,2047,10.52,7.88,27.98,46.38
6738,2022-05-05,14.2,1182,121.63,-15.0,250.0,356.63
6739,2020-08-07,8.1,6037,-25.0,169.27,42.28,186.55
6740,2023-05-14,8.0,336,-25.0,5.61,-5.0,-24.39
6741,2021-01-21,6.5,6458,269.3,-15.0,1.89,256.2
6742,2023-03-18,9.7,2064,-25.0,162.09,-5.0,132.09
6743,2023-01-12,13.0,5876,-25.0,-11.51,0.3,-36.21
6744,2019-12-26,7.3,3352,27.37,-15.0,-5.0,7.37
6745,2023-09-20,5.5,5937,-25.0,-15.0,250.0,210.0
6746,2021-03-29,9.4,1396,14.49,5.3,-5.0,14.78
6747,2019-01-30,10.1,6370,-22.02,750.0,9.56,737.54
6748,2023-12-08,10.4,663,116.26,-8.09,13.84,122.01
6749,2019-04-18,11.0,14181,0.45,164.24,8.26,172.95
6750,2021-04-23,7.5,1444,-25.0,-15.0,23.49,-16.51
6751,2023-06-14,7.4,8968,-24.91,-0.4,5.26,-20.05
